foodh,foodr,rent,oper,furn,cloth,tranop,recr
2.5574919209172714e-01,4.5295087046970869e-02,3.9126108774323570e-01,9.5676477625751738e-02,3.6480937278224018e-02,4.9027847891580413e-02,3.5634984264726006e-02,5.4620384020906729e-02
2.1165617599800637e-01,4.2951180465406330e-02,3.7921518065246429e-01,7.1825365252553175e-02,3.9883003703635088e-02,5.8221655807192046e-02,1.5366562750077381e-01,1.0847849545089277e-02
1.5519714782667507e-01,1.0124955094341169e-01,3.3684538391266505e-01,4.9491702867940579e-02,2.5762741546861669e-02,5.4308050932226355e-02,1.8319757116734323e-01,7.6049187602437660e-02
1.6414877416888651e-01,8.6115804184599118e-02,3.8240930151148345e-01,7.7076612542196304e-02,5.2447213635649470e-02,9.1545857293707053e-02,4.9219093151802500e-02,5.9778114101657065e-02
1.5371211348736974e-01,8.5123759881360339e-02,3.7486521141648349e-01,7.8866478980789495e-02,4.6269997851812746e-02,8.8808447852145381e-02,5.8683166463091491e-02,7.8301735754621821e-02
1.7350236607960881e-01,7.1803775671118411e-02,3.8033313414629988e-01,6.4654147671819054e-02,4.8339425734468658e-02,7.5903956631494879e-02,1.3958747725984219e-01,1.0227605440857561e-02
1.2540884540944455e-01,8.3621223677229461e-02,3.2134950421389602e-01,6.9485771101681845e-02,4.6842072168011187e-02,8.7894882176639905e-02,1.5511731633274140e-01,7.7053564865030899e-02
1.3910598493118412e-01,8.4992138226964803e-02,3.5219228819421400e-01,6.7760791901975537e-02,5.6196808356670201e-02,9.0332316833053192e-02,1.3137550710364854e-01,4.0990016536329166e-02
1.1510253878846603e-01,1.3151263357569404e-01,2.6887181525546883e-01,6.0081887338302518e-02,4.9398551012354075e-02,6.9298450541139228e-02,1.5660867546517976e-01,1.3600532877141677e-01
1.6108055466305074e-01,1.0910108352371120e-01,3.4100895671553455e-01,4.9485038775098182e-02,3.4813274609352067e-02,5.3087725883638116e-02,1.6430016267407771e-01,6.9913143613218168e-02
1.3011034893504200e-01,1.4004381134137517e-01,2.7886718539472721e-01,7.1761315840101481e-02,5.7061689741485330e-02,8.5100466857201545e-02,7.3694588008459044e-02,1.4555402106830395e-01
2.1184412418593127e-01,6.8679544599404396e-02,4.0870351683073936e-01,7.7748008468192006e-02,4.3546617564025406e-02,7.4292742482960264e-02,4.5333915062095491e-02,3.3544321517689761e-02
1.7315932625657660e-01,7.9554911345214904e-02,3.9753275942788358e-01,7.7004794430232670e-02,4.5623669183366987e-02,8.3203879538872594e-02,5.1930454561204126e-02,5.6242724531904383e-02
1.6342020381526143e-01,1.0359324273708603e-01,3.4355904492254513e-01,4.8281058999100686e-02,3.0456211953373200e-02,5.3308251799096276e-02,1.7273029601450657e-01,6.6889218979397091e-02
1.4001871829273768e-01,8.5973934982135417e-02,3.6322181229558609e-01,6.7866801875383700e-02,5.9508513993141506e-02,9.2014089435360574e-02,1.2300520213535615e-01,2.9861114737175894e-02
1.3135816113510188e-01,8.2681110719116421e-02,3.3041943492900167e-01,6.8836153783161699e-02,4.7820923914598933e-02,8.6788347237966773e-02,1.5123464472405990e-01,6.7021910254669997e-02
1.2925696354219421e-01,1.2223614649173789e-01,2.9172843321026543e-01,5.5455779607893149e-02,3.9036729922006651e-02,6.0624222313646434e-02,1.6767241706575908e-01,1.1979672083218033e-01
2.0406161933363945e-01,7.5664280586641333e-02,4.2383740230304190e-01,7.2292373329699344e-02,5.2575521536803761e-02,8.1914474830884057e-02,3.5247163727967386e-02,1.6527936417957530e-02
1.5793421293814974e-01,1.0657567603106785e-01,3.3787296627492253e-01,4.9309539913440809e-02,3.1365475737107740e-02,5.3550476983017868e-02,1.7171676226217289e-01,7.4546813433449516e-02
1.2800887224735000e-01,1.2403884252121125e-01,2.8906560598536379e-01,5.6188801967848853e-02,4.1156065580551224e-02,6.1732087345026207e-02,1.6468715474462867e-01,1.2099080477918826e-01
1.4996492011373394e-01,1.1654367282004932e-01,3.2634928648558020e-01,5.2573553853944743e-02,3.9176490681830503e-02,5.5311520669430729e-02,1.5906446478646077e-01,8.4700785274220994e-02
8.4853164373730847e-02,9.8253877717520699e-02,2.8110836272337808e-01,7.1133478353174420e-02,7.2587621423034848e-02,1.2734493603914757e-01,1.2703469041918730e-01,1.0143048596286582e-01
1.6719777211013512e-01,9.0285981983943872e-02,3.8718060421498207e-01,7.7134987591733900e-02,6.1880559266010597e-02,9.8409191650918354e-02,3.7554580497404066e-02,3.9656872802846049e-02
1.5190456291988100e-01,1.1084755099094366e-01,3.2973409793362979e-01,5.0725007278804461e-02,3.3533713679460168e-02,5.4309907142345279e-02,1.6898265256715003e-01,8.3534726163653053e-02
1.6094152546776364e-01,1.2326578038500370e-01,3.4852267309618473e-01,6.1610617827389892e-02,4.1955838432967789e-02,6.7977690448733030e-02,6.9154681604271212e-02,1.0726722502158280e-01
1.4125225665583990e-01,7.9893350028790167e-02,3.4420961973408870e-01,6.7969691058212017e-02,4.7401357562724046e-02,8.3446712323860375e-02,1.4875061884427118e-01,5.2808315748953942e-02
1.3594437201956117e-01,8.5858405756287046e-02,3.4762225637918809e-01,6.8034981252322907e-02,5.6555585693273291e-02,9.1725517630406664e-02,1.3195872996963487e-01,4.5353477453174876e-02
1.5868015378466421e-01,1.0432732428756007e-01,3.3914972179816455e-01,4.8967026610845024e-02,2.9566049601463341e-02,5.3643492265219174e-02,1.7514071105866785e-01,7.3095809547280038e-02
9.2117918889325967e-02,1.3853149102762000e-01,2.3524998774162206e-01,6.4945569733066658e-02,5.9665408655572995e-02,8.3727863886937454e-02,1.5121960569188281e-01,1.6424080560446636e-01
9.2080868522684642e-02,1.3851401029546251e-01,2.3701403285377134e-01,6.5121267094644358e-02,6.0028076713433499e-02,8.3789659135888164e-02,1.5024995155104340e-01,1.6285705567644171e-01
1.7421842934629936e-01,8.5174531483642735e-02,3.9459816846209744e-01,7.5804755097905976e-02,5.5258073414927340e-02,9.1038764218806675e-02,4.2255211916891910e-02,4.3203593919501321e-02
1.6006415119134715e-01,1.2592298688982478e-01,3.4262474468814147e-01,6.2868004550061987e-02,4.5113787818028626e-02,6.9513617333916033e-02,6.7235127644086540e-02,1.0722104836778941e-01
7.8756640501140993e-02,1.5026184441089013e-01,2.0188217270157907e-01,8.7031152216618723e-02,8.2470307529677891e-02,1.2206162792222644e-01,7.7921315597428542e-02,1.8726433406584972e-01
9.5051031813270598e-02,9.6678046930419620e-02,2.8346942535662162e-01,7.0614429652669897e-02,6.6064302119930016e-02,1.1690967651616675e-01,1.3504129655281824e-01,1.0054480910798622e-01
1.2518235332539757e-01,8.8919035940774480e-02,3.3211901104935587e-01,6.8905893004491986e-02,5.8423998331860336e-02,9.7200098053418726e-02,1.3301920345234408e-01,5.9533302829870891e-02
1.4462218539723662e-01,1.1012260633512840e-01,3.2243341868872244e-01,5.1327202359957129e-02,3.0387729124728410e-02,5.5013368262811363e-02,1.7640470002135170e-01,9.3732805359641541e-02
1.0464628654101180e-01,1.3539767407561651e-01,2.5691683539836518e-01,6.2861018023701767e-02,5.5120669167760428e-02,7.5750498923526560e-02,1.5144978484325969e-01,1.4570962820594152e-01
1.0610977879862098e-01,9.4150328049666179e-02,3.0535798828039251e-01,7.0172935370804046e-02,6.3865238493526919e-02,1.0965937006651125e-01,1.3209701875782054e-01,8.2096261108326393e-02
2.0731222190736370e-01,3.7763809681993200e-02,4.5585496026582406e-01,8.4009119281838782e-02,2.6306239141363819e-02,6.9165267275905912e-02,3.5476680068108397e-02,4.4764414298870667e-02
3.1007768610686898e-01,3.2237937674603347e-02,3.9594639536515008e-01,6.2603169244191459e-02,2.1705741848816951e-02,6.0138563470496009e-02,2.9739508506738503e-02,4.8481295088423623e-02
1.9544806837059051e-01,5.6355780183156193e-02,3.9477138113577070e-01,1.0493854455168918e-01,2.0821378864470656e-02,6.8836567226262191e-02,5.0826064794935899e-02,5.6775900757233454e-02
2.1832792413879823e-01,3.3381306343773690e-02,4.5616392792728117e-01,8.3963455422505190e-02,2.5456188312300242e-02,6.5790400330220017e-02,3.3732996475945742e-02,4.4441758543966405e-02
2.1403193644674148e-01,5.0517274552658732e-02,3.8770558509359160e-01,4.7004920979894907e-02,1.6400971816429522e-02,5.4867197592097135e-02,1.6729527879744352e-01,4.0229645631596672e-02
2.2331100223538797e-01,3.2328182129046014e-02,4.5463346115166964e-01,7.9695123714727811e-02,2.9964268167628403e-02,7.1026896127617534e-02,3.2906887518315421e-02,3.9877916933700741e-02
1.7177696666014616e-01,3.6704833298589999e-02,3.8610463953701407e-01,7.6319788438024602e-02,2.6133923866374552e-02,7.3505042816642011e-02,1.5690857164822117e-01,3.6193521709409295e-02
1.5514290255524871e-01,1.0951436929788795e-01,3.9289773017679586e-01,6.1284845344029455e-02,2.5849703947018375e-02,8.0961812124778612e-02,6.2799344158733145e-02,8.0000070936871989e-02
1.8425554846766060e-01,5.8192468475669237e-02,4.2691459526600450e-01,7.8699149847914512e-02,3.1288520779324418e-02,8.8386430103453192e-02,4.6591375941640055e-02,4.4833036953961562e-02
1.4377735232497998e-01,6.5034530977690450e-02,3.5411408204904166e-01,7.0235304559358891e-02,3.6826114475166427e-02,9.6947429472568347e-02,1.4940162261395010e-01,4.4909452302435912e-02
1.7872231389091875e-01,6.7784356745922453e-02,3.8156879473695055e-01,5.3266366696361936e-02,1.6285085896430691e-02,5.7141208592777611e-02,1.6836390027780096e-01,5.2236287509735982e-02
1.9010831182344151e-01,9.2098712543147720e-02,3.9068278081495783e-01,6.7007435644022145e-02,3.5803867580581399e-02,7.2918662702204706e-02,5.1141702179815736e-02,7.5604739137794599e-02
1.4731383019629896e-01,9.3573372368917343e-02,3.3715465602416766e-01,6.1642282939738793e-02,2.6927349151053423e-02,6.6941496612970469e-02,1.6274054637735108e-01,7.8778095572762885e-02
1.4349854312088936e-01,9.6114551502674089e-02,3.4980352970743178e-01,5.2336331182367364e-02,1.8989922520275992e-02,7.1018231085920910e-02,1.7495329957401964e-01,6.6337716616093570e-02
1.6554691813630285e-01,5.1450402129951681e-02,3.7208007435624946e-01,6.8018272184424008e-02,3.1547384500910665e-02,8.7455003947373322e-02,1.5496763572421890e-01,3.3108842909940858e-02
1.0007831520598399e-01,9.3238220851471931e-02,2.8582416620525702e-01,7.4980516330481625e-02,5.3060888530895203e-02,1.2696828718290998e-01,1.4078917929462662e-01,8.0153874538367725e-02
1.5573215077943572e-01,5.6750957654679787e-02,3.6622139919956304e-01,6.9181498248402487e-02,3.2572059122486001e-02,9.0347726982238044e-02,1.5425693552579967e-01,3.7746597532566623e-02
1.3415787223831896e-01,1.0616554852747263e-01,3.0447906829997023e-01,6.6550614706694655e-02,3.4686178734420141e-02,7.4907913355701419e-02,1.5938633259923440e-01,9.4536133813082152e-02
1.4090972525012216e-01,8.0636287041134250e-02,3.9248004349055871e-01,8.2991492025392993e-02,3.6959610053349995e-02,1.0420755086351162e-01,5.2182156918776645e-02,6.3565205603372393e-02
1.2406478405305485e-01,1.1412215902813107e-01,3.1323357079750375e-01,5.6939754631370187e-02,2.7500916366953239e-02,7.8612756563464309e-02,1.6818384681622878e-01,9.0698294755494055e-02
1.1735336373285490e-01,7.9506680475695743e-02,3.2612057848254300e-01,7.3597927142823080e-02,3.9739994744324748e-02,1.0677887994964969e-01,1.5156069392464844e-01,6.2557515697972327e-02
1.7752429403594594e-01,5.8810944671847054e-02,4.0571580522672046e-01,8.5478031299091456e-02,4.3663185720365760e-02,9.6299321558563411e-02,3.9429415222821666e-02,5.1953044267875254e-02
1.1952206799766342e-01,9.8919903410417606e-02,3.2218752031803277e-01,8.5430734446545545e-02,5.4739096842472190e-02,1.3189943521952990e-01,5.2518261573726389e-02,8.6020145903338993e-02
9.7636689618052483e-02,1.3932739674377476e-01,2.3301696399874025e-01,6.6538562579959437e-02,5.0606362987785002e-02,1.0283960676191216e-01,1.5204126778445343e-01,1.3391933107942094e-01
9.7374482430891127e-02,9.5010382786805292e-02,2.7981947824753162e-01,7.5223267576387698e-02,5.5244817642857144e-02,1.3042567579015715e-01,1.3910876104121400e-01,8.2622732458889320e-02
1.2469062095375352e-01,1.1717093594397414e-01,3.0298100167108277e-01,5.7971456893870794e-02,3.1651645007990462e-02,8.0746713257029104e-02,1.6350208048867534e-01,9.5944341670066963e-02
1.3158976037071959e-01,9.3000846868547024e-02,3.3041658319355521e-01,8.4502531583139515e-02,5.8057741912293952e-02,1.3229748407064046e-01,4.7469709552624043e-02,7.6033082007444019e-02
1.2350788537629924e-01,1.2002406636332477e-01,2.9410119297063009e-01,5.9181581226298123e-02,3.4996815589718004e-02,8.2987260361932130e-02,1.6005486291222110e-01,1.0059879435288116e-01
1.1755418435814557e-01,9.9772480754946352e-02,3.0069274910629917e-01,8.7353335808903684e-02,6.7268073925764588e-02,1.4806943979485526e-01,4.7286582766202331e-02,8.3931261189308298e-02
1.1327668193357768e-01,1.2809238532198144e-01,2.7080604963442295e-01,6.1961858753609322e-02,4.0334625779719954e-02,8.9710659108249366e-02,1.5749697039553504e-01,1.1362218759659992e-01
9.5818284582526489e-02,9.5971268420329367e-02,2.7648589746446572e-01,7.5363153375010206e-02,5.6478859521628746e-02,1.3240898569231765e-01,1.3817387465075320e-01,8.3986883531049217e-02
9.9009118220699854e-02,9.4048233760785582e-02,2.8259404424857293e-01,7.5079727231941826e-02,5.5158055691212418e-02,1.2975404448691272e-01,1.3847880538551502e-01,8.0979302994387894e-02
1.1427220911298500e-01,1.0281766217506773e-01,3.0077631554606732e-01,8.6554158392618250e-02,6.1456222108671778e-02,1.4204075212380091e-01,5.1716918278777280e-02,9.1105158948852363e-02
9.0764355545279216e-02,9.8893042285043295e-02,2.6623540752755726e-01,7.5799006385943127e-02,5.9864136413988023e-02,1.3821323363998078e-01,1.3602156911976437e-01,8.8410806373541997e-02
9.8538543811337281e-02,9.4311909711995559e-02,2.8194424236975008e-01,7.5119377345555821e-02,5.4928650028762682e-02,1.2965388889842486e-01,1.3900332804225624e-01,8.1498285820742380e-02
1.0260153055822752e-01,1.3616114819872621e-01,2.4390036693946179e-01,6.5574812016042691e-02,4.8402120285571656e-02,9.9157286111760598e-02,1.5230371332523238e-01,1.2800384173031812e-01
1.4025476726194760e-01,1.1164801537891425e-01,3.1397127831427707e-01,5.7661123521215357e-02,3.5287826315473038e-02,7.7558074582702932e-02,1.5403569440693249e-01,8.8037292015009538e-02
1.1640257292920302e-01,1.2442957075007878e-01,2.8279309745302045e-01,6.0340531165338246e-02,3.6325983166823415e-02,8.6097599038863853e-02,1.6088983100769993e-01,1.0734800653718540e-01
1.2833134905145835e-01,1.1821066714111615e-01,2.9783489713685424e-01,5.9123412815944028e-02,3.6125543688414558e-02,8.1991409842260568e-02,1.5706353654070146e-01,9.7963169587941032e-02
1.5276714544419531e-01,5.8325037461065043e-02,3.6419308001016271e-01,6.9557058126298421e-02,3.2831969589230417e-02,9.1219402936882327e-02,1.5422695441289308e-01,3.9260800901724423e-02
1.0242052588701565e-01,1.5281050810870977e-01,2.1816608931617359e-01,8.1761832003068940e-02,6.4408132760834222e-02,1.2757765001472679e-01,7.1514109114950666e-02,1.5281069742065068e-01
8.2404971797301635e-02,1.0268527504362328e-01,2.5122889290877209e-01,7.6511760184780370e-02,6.6571470300838237e-02,1.4938211372237770e-01,1.3078469254754085e-01,9.4190891305173677e-02
9.1393643391867799e-02,1.3954148342147640e-01,2.3197859484886946e-01,7.1479737544557748e-02,5.9806395260368218e-02,1.1052895685015965e-01,1.3985786656349958e-01,1.3510211917864356e-01
6.9416272198501827e-02,1.5883459063511574e-01,1.5849424990653113e-01,9.6005624431468692e-02,8.8674441084633945e-02,1.6163051628477615e-01,7.1315985112871003e-02,1.7351074800234870e-01
2.8914127895331820e-01,1.3161035414677832e-02,4.0512680690304048e-01,9.0849007344421293e-02,2.7610648648439082e-02,5.3691203983078299e-02,2.6103332231855791e-02,5.6368421058860405e-02
1.6732461645116020e-01,6.9303938767072817e-02,3.8383348350007446e-01,5.5576545715368644e-02,1.2318946404692790e-02,5.7089468335341780e-02,1.7345751906867474e-01,5.2967711842149566e-02
2.0819066395997782e-01,4.8580763104496771e-02,4.3025538258519802e-01,7.5351180922823544e-02,3.2411477626265527e-02,8.5347829704900069e-02,4.3158531067172198e-02,3.8983518250558603e-02
1.9661787358585334e-01,4.8024404383396890e-02,4.2845115725220795e-01,8.1979865002713301e-02,3.9564254902399371e-02,8.7381730312195871e-02,3.6248658948069022e-02,4.3397914958153441e-02
2.1005333454700598e-01,7.9866816228547230e-02,4.2748486200902047e-01,5.2312612719507927e-02,2.1308499455443119e-02,7.3228707686329872e-02,5.3272702853146371e-02,5.1877325190594376e-02
1.4535649851156146e-01,1.2145857719773764e-01,3.5135911320396801e-01,6.5462542597736387e-02,3.4898682055217130e-02,8.9115536111395374e-02,6.4430612669449272e-02,9.7898055778936247e-02
1.5012135989574135e-01,8.2922553891622841e-02,3.6576465031068733e-01,5.8640942726536457e-02,1.7297848363735983e-02,6.1339788500949330e-02,1.7035375063291380e-01,6.6097427871131501e-02
1.4532667252907319e-01,6.0274094506698822e-02,3.6160631108671343e-01,7.1283819456723269e-02,3.0483085546081024e-02,9.0685616090517077e-02,1.5906086774810957e-01,4.2320982467788565e-02
1.4003193458420940e-01,9.2970398181365238e-02,3.5632698913512895e-01,5.3177332122748215e-02,1.4738085744773068e-02,7.0564609396495934e-02,1.8135122669849374e-01,6.1113317969185760e-02
1.3751733223177490e-01,1.0980936477768469e-01,3.1915251450123011e-01,5.5913976628087080e-02,3.0281064336473547e-02,7.6399991546993548e-02,1.6162496066713830e-01,8.5618661258721265e-02
1.1063164869308419e-01,8.4936157146583854e-02,3.1175916532132836e-01,7.4120766904323052e-02,4.3995076860495169e-02,1.1334239768235276e-01,1.4823687751527556e-01,6.9277855669006280e-02
1.1746479173940094e-01,8.2003933042986241e-02,3.1761282273285518e-01,7.3223626696168498e-02,4.5400537023168507e-02,1.1286159436329023e-01,1.4431260596309572e-01,6.4576679161918574e-02
1.2377023803423462e-01,1.1757767134692083e-01,3.0218834760704077e-01,5.8065220508925854e-02,3.1585789954136717e-02,8.0977037165703467e-02,1.6383200383253163e-01,9.6493399507918964e-02
5.0720029244378316e-02,1.1186219691383055e-01,2.0171155424431161e-01,7.8254546440427647e-02,9.0025034753249022e-02,1.9197850675057876e-01,1.1438255841285008e-01,1.1475073522608402e-01
1.0626304809486105e-01,8.9262286634851584e-02,2.9783247220149961e-01,7.4390338127340500e-02,5.0048965954588361e-02,1.2148609516872159e-01,1.4219725212809964e-01,7.4419135197622971e-02
1.2413457831909960e-01,1.1891124956752425e-01,2.9751260025945053e-01,5.8693169517809611e-02,3.3742250527681768e-02,8.2084207202882606e-02,1.6130546868501836e-01,9.8797978370327985e-02
1.0801071951222267e-01,8.8734213746143653e-02,2.9817867785697377e-01,7.4258522592751772e-02,5.3576027242864727e-02,1.2482298215210209e-01,1.3660085276220391e-01,7.2301844937654278e-02
1.5489907345811499e-01,7.6577322491821989e-02,3.8957157826408056e-01,8.0346207432991965e-02,4.1763766334445257e-02,1.0669376440635071e-01,4.7940435219724901e-02,5.8567838843234278e-02
1.2822228572366054e-01,7.3550466555836636e-02,3.3826625227974150e-01,7.2234613688643756e-02,3.8575324201388594e-02,1.0265568220300644e-01,1.5038466163455369e-01,5.4995891275005933e-02
1.4579557542464000e-01,1.0823205903399928e-01,3.2200900106848657e-01,5.6589215685454962e-02,3.4162548957536551e-02,7.5316191327160900e-02,1.5380542865947280e-01,8.3102753068375015e-02
6.4448247335515740e-02,1.5276783059491583e-01,1.7149368655652369e-01,7.6290544091317872e-02,7.5414660595271452e-02,1.3676722706128050e-01,1.3585626507353027e-01,1.6816197085235426e-01
1.7744374893171933e-01,8.8499094347639432e-02,4.1339426357351128e-01,6.4561006691504885e-02,2.5743267855676676e-02,7.5278667797890178e-02,5.8446534720122845e-02,5.9284770527473329e-02
2.2886454525577010e-01,3.1637603777156693e-02,4.5448725668077766e-01,7.7176123838770191e-02,3.1696695690604515e-02,6.6020139304987374e-02,3.7128971097797232e-02,3.9043928092625045e-02
3.0673341212806893e-01,2.8996575602170411e-02,3.7202579515192485e-01,8.1532022655028832e-02,2.4643584192895338e-02,6.4082332263323841e-02,3.5490401520771576e-02,4.2448818826259872e-02
2.9213717945155054e-01,1.5328354258615735e-02,3.7704410871614835e-01,1.0378362157787617e-01,3.0333456507170665e-02,5.0978662025847422e-02,2.9481203515497906e-02,6.1210355832047841e-02
1.3760561575068350e-01,1.2741442363560879e-01,3.2593808994503909e-01,6.1166368983710293e-02,4.9800354374916922e-02,9.1822863498488616e-02,7.1153292454198935e-02,1.1077807605082667e-01
2.8079746845597420e-01,1.7844181558073300e-02,4.0869947156388337e-01,9.0061765292773668e-02,2.9944582288858594e-02,5.4212554985305542e-02,2.9307282414917299e-02,5.3176096945658606e-02
2.2571476074793684e-01,5.9535119673115797e-02,4.3437855750265725e-01,6.9924728607034942e-02,2.2238336090672654e-02,5.7291365315381322e-02,3.7590452794632509e-02,5.5157834823716494e-02
2.2997524255154522e-01,3.0388167801669769e-02,4.0132112453186747e-01,1.1950458569894513e-01,2.6575780883000652e-02,4.8074522547417363e-02,3.3517363914759485e-02,6.3497337806106016e-02
2.8194504281088772e-01,1.7213046067874761e-02,4.1454688769186648e-01,8.6719168388840168e-02,2.9916401156875751e-02,5.4947582798796329e-02,2.9340799821192122e-02,5.0552355460043302e-02
2.4519176196798714e-01,2.6014709176827501e-02,4.4799516631899833e-01,7.9808027822880948e-02,2.9949513446738400e-02,6.1092791606552142e-02,3.4210593996761643e-02,4.1740853310592144e-02
2.0290790816235826e-01,7.8343149606137405e-02,4.3338469322387474e-01,5.5457767770522644e-02,2.9863266343803051e-02,6.1188440256668530e-02,5.3058656009647875e-02,6.2491061878834346e-02
1.7435221520193353e-01,8.8529148825760934e-02,4.1913396214032517e-01,6.0817360426699524e-02,3.2883834387625842e-02,6.6649738202266481e-02,5.6934524260714763e-02,7.4651839821150714e-02
2.0909233820152279e-01,2.1064872474029047e-02,3.8816729546713952e-01,7.0844399745359221e-02,2.5124657766035292e-02,6.1404678059101464e-02,1.6509276550532634e-01,2.8422218708679715e-02
1.5883229193613693e-01,7.1063026592896941e-02,4.0782792258012140e-01,7.4848478050568351e-02,4.2645690689568125e-02,9.6559026307474344e-02,5.3727055590604027e-02,5.4676449382949216e-02
2.0731553019417853e-01,5.0291009517470203e-02,4.2912727307264126e-01,7.4138756965891561e-02,3.3290896975278580e-02,8.0473342501896861e-02,4.9071516789652263e-02,3.9787674958904916e-02
2.1041355410752230e-01,4.9900275637458490e-02,4.3295705490332803e-01,7.1063643562771631e-02,3.3773476474928045e-02,8.1194941970908804e-02,4.8506041039340926e-02,3.6700816211471504e-02
2.5911925200238611e-01,2.2465309218799152e-02,4.3422029104499360e-01,8.3973701295380163e-02,2.9461857297014324e-02,5.7604210239202459e-02,3.1845589601240287e-02,4.6511875489733845e-02
2.4265702301197511e-01,5.9896228357951165e-02,4.5427239222163629e-01,4.8941209390296267e-02,2.4209981846220079e-02,5.5206014979438132e-02,4.5011180379832226e-02,4.7246717246056648e-02
2.3364545349651844e-01,2.9444016869342150e-02,4.5075036288502829e-01,8.0254113660921944e-02,3.0442356529295445e-02,6.2933330972842108e-02,3.5691579662777147e-02,4.2196962722950766e-02
1.7910018999659377e-01,4.6479983100200184e-02,4.4798242036093255e-01,8.7457384538599497e-02,3.3436494825273777e-02,7.1064932246809223e-02,4.2138751354739039e-02,5.2917986703168766e-02
1.7200348933947773e-01,4.9462647533041817e-02,4.4510120063219444e-01,8.7187879907271448e-02,3.4834032855563107e-02,7.3831621813902529e-02,4.3471052829090966e-02,5.4369169301211759e-02
1.6048838230898527e-01,5.5641851611113513e-02,4.3446676787352767e-01,8.6168228705583008e-02,3.8606865755127735e-02,8.0472413308720653e-02,4.6074295600812221e-02,5.7850952665455854e-02
1.9056379817676242e-01,6.9721171513582772e-02,3.8191203429594806e-01,4.6785928558118757e-02,2.3714219283101891e-02,5.1418282651793511e-02,1.6660656231291374e-01,5.1277719254647025e-02
2.2475196999858968e-01,3.5156398695799368e-02,4.5418496968222360e-01,7.3852822452324648e-02,3.4190443571620648e-02,7.0581165245731090e-02,3.8692280059647137e-02,3.5242092571938631e-02
1.4990787414112383e-01,6.9983289821881983e-02,4.1546447282082893e-01,8.0712754818192983e-02,3.8780947441840616e-02,9.1756595383769360e-02,5.5176423828338116e-02,5.6727833823257648e-02
1.3828371900102288e-01,7.6072275416017590e-02,4.0397630325736955e-01,8.0200268583021858e-02,4.2490312830847657e-02,9.7688522406350467e-02,5.6525322791948739e-02,6.2556242841684373e-02
2.2007855762979489e-01,6.6810607671712666e-02,4.5055427895701833e-01,5.3437995044695583e-02,2.5199637387837693e-02,5.7752880259226071e-02,4.7424503479296956e-02,5.3798051376689394e-02
9.9709917196640740e-02,8.5529560514451750e-02,3.1363703767150869e-01,6.7497477493246860e-02,5.1804999599084384e-02,1.1074272366342774e-01,1.5634745542089754e-01,7.4415642873250268e-02
1.6227172567420542e-01,7.1483996022125379e-02,4.0481196224733734e-01,7.3158500439437849e-02,4.4085762238608828e-02,9.8233642715769884e-02,5.2965149481719348e-02,5.3610045425192369e-02
1.3778300225006412e-01,1.1815459871185863e-01,3.2736009556840090e-01,7.0553396694065990e-02,5.1922645663479997e-02,8.7260131712441208e-02,6.8672110394445013e-02,1.1236420147430726e-01
1.3995284511235168e-01,8.4689373826905501e-02,3.6812273451479754e-01,7.4488488703340072e-02,5.3986548964071061e-02,1.1347352390946545e-01,5.5054057891983511e-02,6.8450180808713984e-02
1.2356635191704478e-01,6.3765030239293141e-02,3.5716663743795990e-01,7.2694753108978133e-02,3.3830633145774135e-02,8.7639723177859161e-02,1.7302749923387550e-01,4.9761592442409831e-02
1.7740890330159395e-01,4.3260723515659939e-02,3.6715191519654311e-01,6.8137645667622385e-02,2.7289143196906670e-02,7.6683356901467603e-02,1.7479487823941681e-01,3.1250497648755329e-02
1.3695024983398987e-01,8.3195308827939574e-02,3.7706890816474592e-01,7.6097418246599893e-02,5.0831023598897386e-02,1.0923500025212904e-01,5.6084996498848808e-02,6.8535725042128876e-02
1.3452250995837428e-01,9.5066698233254268e-02,3.5070184853841974e-01,4.9630425542508710e-02,2.5441806829201156e-02,6.9804295354282550e-02,1.8258848709089306e-01,6.7301462226868239e-02
1.6986564981459662e-01,5.4581029600805249e-02,4.3111195187006379e-01,8.2814117004205101e-02,4.0099999102661675e-02,8.2276161794337555e-02,4.5698657007756840e-02,5.4584298052512990e-02
2.1223375456826921e-01,4.2172352400885849e-02,4.4488343243911715e-01,7.3988629826500091e-02,3.7929139245355049e-02,7.6770960542962771e-02,4.0865071567516072e-02,3.6777693880451379e-02
1.3064600414116551e-01,8.3597741580993215e-02,3.8051380128016810e-01,7.8107565188975631e-02,4.9316389330234890e-02,1.0758364249698039e-01,5.7234643576741066e-02,7.0346196602174060e-02
1.5654664636425372e-01,5.7408200118224902e-02,3.7225036494882396e-01,6.2385226274823090e-02,3.4787847232818525e-02,8.5115160420712169e-02,1.6019837973609591e-01,3.6772003885910440e-02
2.2662116052826617e-01,7.5420835311542811e-02,4.2312393907043711e-01,4.8348935049908011e-02,2.5208710688386041e-02,7.0175977630808420e-02,5.5439046670482862e-02,4.8295362132630394e-02
1.2896423824040762e-01,6.1576912357358744e-02,3.5948268104573738e-01,7.2173603863710092e-02,3.2977597723384038e-02,8.6263197534886732e-02,1.7310665483711685e-01,4.7395494057000921e-02
1.3333981372397774e-01,5.0707450614768543e-02,3.7123147891698327e-01,7.8327002711092039e-02,3.4759556387788729e-02,7.8197219854310634e-02,1.6484810483548265e-01,5.1121275476964073e-02
